Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
236135,OIE,56.092999,14.494206,Europe,Sweden,Skaane Laen,Nogesundsvägen,Exact,29/03/2018,26/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, buzzard",,1,1,,,,,,
236134,OIE,34.784302,134.400923,Asia,Japan,Hyoogo,Itami city ,Exact,25/03/2018,27/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,1,1,,,,0,,
236133,OIE,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city ,Exact,18/03/2018,27/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,1,1,,,,0,,
236061,OIE,44.537872,0.485283,Europe,France,Aquitaine,MONBAHUS,Exact,17/04/2018,23/04/2018,Confirmed,Influenza - Avian,H5N3 LPAI,"domestic, unspecified bird",12240,,,12240,,,,,
236060,OIE,60.294658242,22.65633008,Europe,Finland,Western Finland,Sauvo,Exact,18/04/2018,25/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,,,
236059,OIE,20.664661,-101.309721,Americas,Mexico,Guanajuato,Irapuato,Exact,12/04/2018,20/04/2018,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, chicken",60,35,35,25,,,0,,
236058,OIE,20.499372,-100.148795,Americas,Mexico,Queretaro,Pedro Escobedo,Exact,12/04/2018,20/04/2018,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, chicken",2604,1563,1563,1041,,,,,
236046,OIE,24.277308,120.655196,Asia,Taiwan (Province of China),Taiwan Sheng,Fangyuan Township ,Exact,10/04/2018,16/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",2267,1117,1117,1150,,,0,,
236045,OIE,23.99632,120.36292,Asia,Taiwan (Province of China),Taiwan Sheng,Fangyuan Township ,Exact,09/04/2018,16/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",17601,2959,2959,14642,,,0,,
236044,OIE,23.76612222,120.63851667,Asia,Taiwan (Province of China),Taiwan Sheng,Linnei Township,Exact,08/04/2018,16/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",31567,2486,2486,29081,,,0,,
236043,OIE,22.94309,120.2926,Asia,Taiwan (Province of China),Taiwan Sheng," Guiren District ",Exact,02/04/2018,16/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",11500,680,680,10820,,,0,,
236042,National authorities,36.988,105.88,Asia,China,Ningxia Huizu Zizhiqu,Tongxin County,Unknown,03/04/2018,17/04/2018,Confirmed,Influenza - Avian,H7N9 HPAI,"domestic, chicken",13578,1200,585,12993,,,0,,
235994,National authorities,41.86,25.72,Europe,Bulgaria,Haskovo,Malevo village,Unknown,19/04/2018,23/04/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, duck",2000,,39,,,,0,,
235849,OIE,6.3776,1.3913,Africa,Togo,Maritime,"Kpessi (Agbedrafo), Lacs ",Exact,27/03/2018,18/04/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5001,3629,3629,1372,0,,0,,
235848,OIE,-31.665,18.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_173,Exact,22/03/2018,17/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,common tern,wild,swift tern (thalasseus bergii))",,2,2,,,,0,,
235847,OIE,-24.7,28.4,Africa,South Africa,Limpopo,HPAI_H5N8_2017_175,Exact,12/03/2018,17/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"captive, anatidae",85,11,11,,,,,,
235846,OIE,-34.1,22.1,Africa,South Africa,Western Cape,HPAI_H5N8_2017_174,Exact,10/03/2018,17/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,4,4,,,,,,
235845,OIE,-34.4,19.2,Africa,South Africa,Western Cape,HPAI_H5N8_2017_172,Exact,09/03/2018,17/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,,,,,,
235844,OIE,-33.9,18.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_176,Exact,23/01/2018,17/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, rock dove",50,7,7,,,,,,
235837,OIE,-25.6,27.8,Africa,South Africa,North West,HPAI_H5N8_2017_170,Exact,06/04/2018,17/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",36512,534,534,,,,0,,
235836,OIE,-27.3,26.4,Africa,South Africa,North West,HPAI_H5N8_2017_171,Exact,12/03/2018,17/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",4500,50,50,,,,,,
235831,National authorities,24.1,47.31,Asia,Saudi Arabia,Riyad,Al-Kharj,Unknown,,10/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235827,OIE,23.5672,89.1773,Asia,Bangladesh,Khulna,Jhenaidah Cadet College,Exact,21/03/2018,13/04/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,385,385,,,,0,,
235826,OIE,22.3259,114.1739,Asia,"Hong Kong, SAR",Administrative unit not available,"Yuen Po Street Bird Garden, Mong Kok",Exact,07/04/2018,15/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"captive, unspecified bird",2834,1,0,2834,,,0,,
235774,OIE,23.621047,120.194404,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,02/04/2018,09/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",304,,,304,,,,,
235773,OIE,23.74108,120.23136,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,30/03/2018,09/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",1133,159,159,974,,,,,
235772,OIE,23.77236,120.50275,Asia,Taiwan (Province of China),Taiwan Sheng,CitongTownship,Exact,28/03/2018,09/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",16902,1310,1310,15592,,,,,
235771,OIE,22.771555,120.561694,Asia,Taiwan (Province of China),Taiwan Sheng,Yanpu Township,Exact,27/03/2018,09/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",6799,,,6799,,,,,
235770,OIE,23.699839,120.262294,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,26/03/2018,09/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",2893,,,2893,,,,,
235418,OIE,22.50679,114.14916,Asia,"Hong Kong, SAR",Administrative unit not available,"Kun Lung Wai, Fanling, North District ",Exact,07/02/2018,09/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, crested myna",,1,1,,,,0,,
235382,National authorities,36.32,111.67,Asia,China,Shanxi Sheng,Hongdong County,Unknown,27/03/2018,04/04/2018,Confirmed,Influenza - Avian,H7N9 HPAI,"domestic, chicken",,812,699,6374,,,0,,
235377,OIE,27.44694444,83.41638889,Asia,India,Uttar Pradesh,Hardi Dali,Exact,23/03/2018,06/04/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, crow",,80,80,0,,,0,,
235342,OIE,33.572,44.2416,Asia,Iraq,Baghdad,"Al Taji, Baghdad",Exact,02/04/2018,05/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",5000,5000,4000,1000,,,0,,
235341,OIE,33.6392,44.42168,Asia,Iraq,Diyala,Alghlbia,Exact,28/03/2018,05/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",8500,6000,6000,2500,,,0,,
235334,National authorities,42.57284,26.59807,Europe,Bulgaria,Jambol,Zimnitsa,Exact,04/04/2018,04/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",6000,2000,2000,4000,,,0,,
235327,OIE,52.306,0.7385,Europe,U.K. of Great Britain and Northern Ireland,England,Suffolk,Exact,28/03/2018,03/04/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,2,2,,,,0,,
235326,OIE,17.35322,42.80115,Asia,Saudi Arabia,Jizan,Jazan,Centroid Admin1,,04/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235318,OIE,22.74,120.56,Asia,Taiwan (Province of China),Taiwan Sheng,Yanpu Township,Unknown,,02/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",,,,,,,0,,
235317,OIE,23.72,120.194,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Unknown,,02/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",,,,,,,0,,
235316,OIE,23.77,120.53,Asia,Taiwan (Province of China),Taiwan Sheng,Citong Township ,Exact,,02/04/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",,,,,,,0,,
235315,OIE,17.35322,42.80115,Asia,Saudi Arabia,Jizan,Jazan,Centroid Admin1,,03/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235314,OIE,17.35322,42.80115,Asia,Saudi Arabia,Jizan,Jazan,Centroid Admin1,,03/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235306,OIE,17.35322,42.80115,Asia,Saudi Arabia,Jizan,Jazan,Centroid Admin1,,02/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235305,OIE,17.35322,42.80115,Asia,Saudi Arabia,Jizan,Jazan,Centroid Admin1,,02/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235304,OIE,17.35322,42.80115,Asia,Saudi Arabia,Jizan,Jazan,Centroid Admin1,,02/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235303,National authorities,24.29928,47.63982,Asia,Saudi Arabia,Riyad,Al-Kharj ,Unknown,30/03/2018,01/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",507790,231,231,507559,,,0,,
235302,National authorities,24.377268,47.550238,Asia,Saudi Arabia,Riyad,Al-Kharj ,Unknown,30/03/2018,01/04/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",355000,3000,3000,352000,,,0,,
235301,OIE,24.16,47.32,Asia,Saudi Arabia,Riyad,Al-Kharj ,Unknown,,30/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235300,OIE,23.4,45.23,Asia,Saudi Arabia,Riyad,Riyadh,Unknown,,30/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235299,OIE,26.39,49.99,Asia,Saudi Arabia,Eastern Province,Dammam,Unknown,,28/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235298,OIE,24.16,47.32,Asia,Saudi Arabia,Riyad,Al-Kharj ,Unknown,,27/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235297,OIE,24.16,47.32,Asia,Saudi Arabia,Riyad,Al-Kharj ,Unknown,,27/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
235289,OIE,47.766,-0.323,Europe,France,Pays-de-la-Loire,Precigné ,Exact,22/03/2018,30/03/2018,Confirmed,Influenza - Avian,H5N5 LPAI,"domestic, unspecified bird",13000,,0,13000,,,0,0,0
235286,OIE,47.731,-0.323,Europe,France,Pays-de-la-Loire," Notre Dame du Pé ",Exact,22/03/2018,30/03/2018,Confirmed,Influenza - Avian,H5N1 LPAI,"domestic, turkey",8897,,0,8897,,,,,
235229,OIE,60.308937213,22.141495028,Europe,Finland,Western Finland,Parainen,Exact,20/03/2018,29/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,0,1,,,0,,
235218,National authorities,48.157452,17.615443,Europe,Slovakia,Trnava,water reservoir Kralova,Centroid Admin2,23/03/2018,28/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,black headed gull (chroicocephalus ridibundus))",,1,1,,,,0,,
235214,OIE,-25.6,27.7,Africa,South Africa,North West,HPAI_H5N8_2017_169,Exact,11/03/2018,27/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"captive, swan",82,8,8,,,,,,
235213,OIE,-33.4,25.433333,Africa,South Africa,Eastern Cape,HPAI_H5N8_2017_168,Exact,21/02/2018,27/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,2,2,,,,,,
235211,OIE,-34.2,21.8,Africa,South Africa,Western Cape,HPAI_H5N8_2017_166,Exact,15/02/2018,26/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",384,23,1,,,,,,
235208,FAO Field Officer,13.3,103.85,Asia,Cambodia,Siem Reap,"Prey Kroch Village, Krobey Real, Siem Reap",Exact,15/03/2018,28/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",200,23,23,177,,,0,,
235174,National authorities,-7.474799,112.452367,Asia,Indonesia,Jawa Timur,GUNUNG GEDANGAN,Exact,23/01/2018,23/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,16,,,,,,
235173,National authorities,-7.150904,112.005419,Asia,Indonesia,Jawa Timur,LAYI SIMBATAN,Exact,22/01/2018,23/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,210,,,,,,
235172,National authorities,-7.254152,110.075966,Asia,Indonesia,Jawa Tengah,TRAJI,Exact,02/01/2018,23/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1,,,,,,
235171,National authorities,-5.348607,105.067882,Asia,Indonesia,Lampung,TEGALSARI,Exact,31/01/2018,23/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,250,,,,,,
235170,National authorities,-5.385652,104.97535,Asia,Indonesia,Lampung,MARGODADI,Exact,31/01/2018,23/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1750,,,,,,
235155,National authorities,54.7381,11.5408,Europe,Denmark,Storstroem,Maribo,Centroid Locality,16/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
235154,National authorities,55.1611,11.7259,Europe,Denmark,Storstroem,Vejloe Skov,Centroid Locality,09/02/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
235153,National authorities,57.0943,8.8397,Europe,Denmark,Viborg,Hjardemål,Exact,14/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
235152,National authorities,56.695,8.4676,Europe,Denmark,Viborg,Hurup,Centroid Locality,10/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,0,,
235151,National authorities,30.775548,111.223775,Asia,China,Hubei Sheng,"Dangyang City, Yichang City",Centroid Admin2,,22/03/2018,Confirmed,Influenza - Avian,H7N9 LPAI,"domestic, chicken",,1,,,,,0,,
235150,National authorities,24.395558,117.412084,Asia,China,Fujian Sheng,"Zhangpu County, Zhangzhou City",Centroid Admin2,,22/03/2018,Confirmed,Influenza - Avian,H7N9 LPAI,"domestic, duck",,2,,,,,0,,
235149,National authorities,33.984379,117.283694,Asia,China,Anhui Sheng,"Tongqiao District, Suzhou City",Centroid Admin2,,22/03/2018,Confirmed,Influenza - Avian,H7N9 LPAI,"domestic, chicken",,2,,,,,0,,
235148,National authorities,25.87,45.86,Asia,Saudi Arabia,Riyad,Thadig ,Unknown,,23/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235147,National authorities,24.16,47.32,Asia,Saudi Arabia,Riyad,Al-Kharj,Unknown,,21/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235145,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,,21/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235144,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,,21/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235143,National authorities,24.07,45.29,Asia,Saudi Arabia,Riyad,Quweia governorate,Unknown,,20/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
235142,OIE,53.42,6.5,Europe,Netherlands,Groningen,Westernieland,Exact,28/02/2018,26/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, peregrine falcon",,1,1,,,,0,,
235141,National authorities,54.627,-6.2342,Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Antrim,Exact,23/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
235140,OIE,51.58,4.01,Europe,Netherlands,Zeeland,Stavenisse,Exact,25/02/2018,26/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, buzzard",,1,1,,,,0,,
235139,National authorities,34.788334,135.406895,Asia,Japan,Hyoogo,Itamisi,Centroid Admin2,03/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,1,1,,,,0,,
235138,National authorities,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city,Exact,14/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,1,1,,,,0,,
235137,National authorities,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city,Exact,11/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,1,1,,,,0,,
235136,National authorities,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city,Exact,08/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,1,1,,,,0,,
235135,National authorities,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city,Exact,07/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,3,3,,,,0,,
235134,National authorities,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city,Exact,06/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,6,6,,,,0,,
235133,National authorities,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city,Exact,05/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,6,6,,,,0,,
235132,National authorities,34.784302,135.400923,Asia,Japan,Hyoogo,Itami city,Exact,04/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,large-billed crow (corvus macrorhynchos))",,5,5,,,,0,,
235126,OIE,26.833,89.1136,Asia,Bhutan,Samtse,Kalapani,Exact,16/03/2018,23/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",617,323,323,294,,,,,
235121,OIE,23.807542,120.270617,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,12/03/2018,20/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",6626,,,6626,,,0,,
235120,OIE,23.71694,120.24695,Asia,Taiwan (Province of China),Taiwan Sheng,DongshiDistrict,Exact,12/03/2018,20/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",8421,210,210,8211,,,0,,
235119,OIE,22.5705,120.50388889,Asia,Taiwan (Province of China),Taiwan Sheng,ZhutianTownship,Exact,06/03/2018,20/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",3642,,,3642,,,0,,
235116,OIE,22.57036111,120.50388889,Asia,Taiwan (Province of China),Taiwan Sheng,ZhutianTownship,Exact,06/03/2018,20/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",6272,,,6272,,,0,,
235115,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,03/03/2018,20/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",68,,,68,,,0,,
235114,OIE,23.698974,120.234904,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi District,Exact,27/02/2018,20/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",5008,,,5008,,,0,,
235111,National authorities,54.209858,9.963143,Europe,Germany,Schleswig-Holstein,Pellworm/Süderoog,Centroid Admin1,20/03/2018,21/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",73,15,11,62,,,0,,
235030,OIE,44.596616,0.555008,Europe,France,Aquitaine,SEGALAS,Exact,13/03/2018,19/03/2018,Confirmed,Influenza - Avian,H5N3 LPAI,"domestic, unspecified bird",1000,,,,1000,,,,
235029,OIE,36.923573,127.069273,Asia,Republic of Korea,Kyonggi-do,"Yeomjak-ri, Dunpo-myeon, Asan-si",Unknown,16/03/2018,17/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",31000,44,40,30960,,,0,,
235018,National authorities,37.028834,126.982289,Asia,Republic of Korea,Kyonggi-do,Pyeongtaek-si,Exact,15/03/2018,17/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",486000,114,110,485890,,,0,,
235016,National authorities,37.3,127.633333,Asia,Republic of Korea,Kyonggi-do,YeoJu city ,Centroid Locality,,17/03/2018,Confirmed,Influenza - Avian,H5 HPAI,"domestic, chicken",30000,,,,,,0,,
235015,National authorities,37.900044,127.008534,Asia,Republic of Korea,Kyonggi-do," Bongam-ri, Eunhyeon-myeon, Yangju-si ",Unknown,16/03/2018,17/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",26500,3,3,26497,,,0,,
235008,OIE,52.92,-8.42,Europe,Ireland,Clare,Mountshannon,Exact,06/03/2018,16/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,,,,,,
235007,OIE,60.332495,18.279995,Europe,Sweden,Uppsala Laen,Östhammer,Exact,11/03/2018,16/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",105,19,18,,,,,,
234997,OIE,36.939687,127.726937,Asia,Republic of Korea,Chungchongbuk-do," Bisan-ri, Soimyeon",Exact,13/03/2018,16/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",10000,2,2,9998,,,0,,
234948,OIE,22.45260278,120.58091667,Asia,Taiwan (Province of China),Taiwan Sheng,Xinpi Township ,Exact,05/03/2018,12/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",17761,,0,17761,,,0,,
234947,OIE,23.719452,120.248761,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,05/03/2018,12/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",451,31,31,420,,,0,,
234946,OIE,23.7032,120.2637,Asia,Taiwan (Province of China),Taiwan Sheng,"Dongshi District,",Exact,01/03/2018,12/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",3818,73,73,3745,,,0,,
234945,OIE,23.793783,120.232018,Asia,Taiwan (Province of China),Taiwan Sheng,Maliao Township,Exact,01/03/2018,12/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",11078,190,190,10888,,,0,,
234944,OIE,23.723624,120.253081,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,22/02/2018,12/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",5494,,0,5494,,,0,,
234943,OIE,23.72866667,120.25413333,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,22/02/2018,12/03/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",3480,,0,3480,,,0,,
234924,EC,52.5097,5.9339,Europe,Netherlands,Overijssel,Kamperveen ,Unknown,12/03/2018,14/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",28886,150,150,28636,,,0,,
234923,OIE,56.049941,14.582737,Europe,Sweden,Blekinge Laen,Nogersund ,Exact,24/02/2018,14/03/2018,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common buzzard (buteo buteo))",,1,1,,,,0,,
234674,National authorities,45.580821,9.730178,Europe,Italy,Lombardia,Cologno al Serio,Unknown,12/03/2018,14/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",150400,240,240,,,,0,,
234673,National authorities,25.968187,43.424387,Asia,Saudi Arabia,Quassim,Quassim,Centroid Admin1,,13/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,0,,
234672,OIE,-33.3,19.1,Africa,South Africa,Western Cape,HPAI_H5N8_2017_164,Exact,16/01/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",79,8,,,,,,,
234671,OIE,-34.8,20.0,Africa,South Africa,Western Cape,HPAI_H5N8_2017_163,Exact,21/02/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,cape cormorant (phalacrocorax capensis))",,1,1,,,,0,,
234670,OIE,-34.416667,19.333333,Africa,South Africa,Western Cape,HPAI_H5N8_2017_162,Centroid Locality,21/02/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,cape cormorant (phalacrocorax capensis))",,1,1,,,,0,,
234669,OIE,-33.0,18.0,Africa,South Africa,Western Cape,HPAI_H5N8_2017_161,Exact,21/02/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,1,,,,,,
234668,OIE,-34.3,19.1,Africa,South Africa,Western Cape,HPAI_H5N8_2017_159,Exact,16/02/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,spotted eagle-owl (bubo africanus))",,1,,1,,,0,,
234667,OIE,-34.0,25.6,Africa,South Africa,Eastern Cape,HPAI_H5N8_2017_165,Exact,10/02/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, common tern",,1,,1,,,,,
234666,OIE,-34.3,18.9,Africa,South Africa,Western Cape,HPAI_H5N8_2017_160,Exact,29/01/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, common tern",,1,1,,,,,,
234665,OIE,-33.366667,18.783333,Africa,South Africa,Western Cape,HPAI_H5N8_2017_158,Centroid Locality,29/01/2018,09/03/2018,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,swift tern (thalasseus bergii))",,1,,1,,,,,
